x	y
 5.7613233547700005e+01	 8.3905170799799990e+01
 5.1274391820500000e+01	 8.2817982937899998e+01
 5.0753898411400002e+01	 7.6754128953299997e+01
 3.7021184011599999e+01	 8.1954469997000004e+01
 4.2881755089700000e+01	 8.0184770051400008e+01
 3.7155710477699998e+01	 8.4954111412900005e+01
 3.8731858126100001e+01	 8.3789356428100007e+01
 3.1000525410799998e+01	 8.2579480596200000e+01
 2.5985499622600003e+01	 7.4349387547799992e+01
 2.3714566290900002e+01	 7.5098049079199996e+01
 2.3077319506999999e+01	 7.1720539674700007e+01
 2.4939136874399999e+01	 7.2580285808400006e+01
 1.7893498713600000e+01	 7.1109687343100006e+01
 2.3673081857199996e+01	 6.4870839138500003e+01
 2.3749071905600001e+01	 6.3557171895000003e+01
 3.2215178634299996e+01	 6.5600958019100005e+01
 2.9436841248899999e+01	 6.7554528114099995e+01
 4.0050095198299999e+01	 7.1889033570799995e+01
 3.7574795018800003e+01	 6.9988744441199998e+01
 4.9310468626300000e+01	 6.7168760320600001e+01
 4.7348018552399999e+01	 7.2591611540800002e+01
 5.0157414433999996e+01	 7.1161725824599998e+01
 5.8210008269700005e+01	 6.8044538071899993e+01
 5.6608907656099994e+01	 7.0408946088800008e+01
 5.2833820530299995e+01	 7.2551886272499999e+01
 6.1818585457600001e+01	 7.6112824022799998e+01
 6.1727633414300001e+01	 7.7069238405799993e+01
 6.2192252081499994e+01	 7.6156819210300000e+01
 5.8118765858700002e+01	 7.3118961468400002e+01
 5.8270412384300002e+01	 3.5596895042500002e+01
 5.9766530312900002e+01	 3.2621251600900003e+01
 5.2535534720699999e+01	 2.7174122941900002e+01
 5.0892521580900002e+01	 2.9145283938200002e+01
 4.9967551177499999e+01	 2.8460203334299997e+01
 5.1347883229799997e+01	 2.7364260225900001e+01
 3.7555116288299999e+01	 2.4537663838600000e+01
 3.9199594177800002e+01	 2.3680495658800002e+01
 3.6382722195500001e+01	 2.5238005232500001e+01
 4.1100694382199997e+01	 2.6552613216100003e+01
 2.8217811824800002e+01	 2.8280292484699999e+01
 3.3797072043299998e+01	 2.8699750743300001e+01
 4.3919387305500003e+01	 2.7797844588200000e+01
 4.4416401108400002e+01	 2.8947692334499997e+01
 2.8037602770600000e+01	 2.6803824361300002e+01
 3.1689576129599999e+01	 2.6666400208899997e+01
 2.7279612852300001e+01	 1.9257280968499998e+01
 3.1221878358100000e+01	 2.6440855781200000e+01
 3.3545805103399999e+01	 2.0080708101400003e+01
 3.9736330606499997e+01	 2.3494806977200000e+01
 4.2841842652499999e+01	 2.0333900439600001e+01
 4.7093729887899997e+01	 2.6993470631199997e+01
 5.1453658353900003e+01	 2.6022941752099999e+01
 4.9367706816700000e+01	 2.2005580703000003e+01
 4.8253480973599999e+01	 2.9270855533100001e+01
 6.1002959764300002e+01	 3.0015314432399997e+01
 6.0806560804899995e+01	 2.7868313486100000e+01
 5.9067427024899999e+01	 2.6788284021700001e+01
 6.1414633717500003e+01	 3.1039375058299999e+01
 6.8934369469200007e+01	 3.1619893086599998e+01
 6.3065243859200002e+01	 3.4235746585199998e+01
 7.2272522870600000e+01	 6.7644443785100009e+01
 7.5359881966400010e+01	 7.5421614579899995e+01
 7.2833625870900008e+01	 7.2114693809499997e+01
 7.0810414839200007e+01	 7.9350461832700006e+01
 4.5801934761700004e+01	 8.1658267745600000e+01
 4.5835020171000004e+01	 8.2742591991899999e+01
 4.0078806449600002e+01	 8.0247185257900000e+01
 5.1982924700299996e+01	 8.2204383467499994e+01
 5.7337906053000005e+01	 8.4999518869599996e+01
 6.2336232762399995e+01	 8.3246567898799995e+01
 5.8505910090500002e+01	 8.1745586340900005e+01
 5.6247935137700004e+01	 8.3513949492999998e+01
 5.5406520829499996e+01	 8.0266671966899992e+01
 5.3283968842299998e+01	 8.4263599221299998e+01
 4.4676761545500000e+01	 8.0238285548299999e+01
 3.0011264247199996e+01	 6.8146756374299997e+01
 2.9745253920600000e+01	 7.4404526834700007e+01
 3.7309948354899994e+01	 7.2586155200299999e+01
 6.1135946909300003e+01	 8.2537569364600003e+01
 6.1720619190699999e+01	 8.5705693449199998e+01
 6.3609379855500002e+01	 8.3360028836200001e+01
 7.0723716232200005e+01	 8.7152207516499999e+01
 7.5006392641800005e+01	 8.2425835156299996e+01
 7.5092549781400010e+01	 8.3437390709200002e+01
 7.0327929183400002e+01	 8.2029354696799999e+01
 7.0863330832399996e+01	 7.9408174745699995e+01
 7.5779904819500004e+01	 7.9886199419899995e+01
 7.8093659073300003e+01	 7.7759558183999999e+01
 7.6745761224299997e+01	 7.1973360091899991e+01
 7.8464603443700000e+01	 6.9749300820900004e+01
 7.6745684848599993e+01	 7.0044057258799995e+01
 8.5161682186999997e+01	 6.5512404708800005e+01
 9.1808352569099995e+01	 3.4965594484400000e+01
 9.1887448592399991e+01	 3.4769253855500004e+01
 9.2248401662199996e+01	 3.2377154429499996e+01
 9.1782532740999997e+01	 3.4384294652100003e+01
 9.6080519367199997e+01	 2.8053600501799998e+01
 9.2247898827800000e+01	 2.8070751490399999e+01
 5.7662276618999996e+01	 2.4060607932800004e+01
 5.9846924893100002e+01	 2.6177712487899999e+01
 6.4067096213699998e+01	 2.7776500556799999e+01
 6.0981501397499997e+01	 2.3934298158200001e+01
 5.9967057909200001e+01	 2.6802583218500001e+01
 6.2707454111899999e+01	 2.1995508578699997e+01
 6.9195235201800003e+01	 2.2709792166000000e+01
 6.5592362647100003e+01	 2.0694173101899999e+01
 6.4617098534299998e+01	 2.2443145553099999e+01
 5.9191159131999996e+01	 1.7767901807000001e+01
 5.5839631372400000e+01	 2.1618569666300001e+01
 5.9000758623800003e+01	 2.1171007488499999e+01
 5.6459371128400001e+01	 2.5144564208200002e+01
 5.2358105355799999e+01	 1.9417054122200000e+01
 5.1811663778200000e+01	 1.7033494595400001e+01
 5.4222845621000005e+01	 1.9503665544000000e+01
 4.9018755399600003e+01	 2.3489274019699998e+01
 3.5653581200399998e+01	 1.7514508059499999e+01
 4.6965785756999999e+01	 1.6789201624699999e+01
