x	y
 5.5384599999999999e+01	 9.7179500000000004e+01
 5.1538499999999999e+01	 9.6025599999999997e+01
 4.6153799999999997e+01	 9.4487200000000001e+01
 4.2820500000000003e+01	 9.1410300000000007e+01
 4.0769199999999998e+01	 8.8333299999999994e+01
 3.8717900000000000e+01	 8.4871799999999993e+01
 3.5640999999999998e+01	 7.9871799999999993e+01
 3.3076900000000002e+01	 7.7564099999999996e+01
 2.8974399999999999e+01	 7.4487200000000001e+01
 2.6153800000000000e+01	 7.1410300000000007e+01
 2.3076899999999998e+01	 6.6410300000000007e+01
 2.2307700000000001e+01	 6.1794899999999998e+01
 2.2307700000000001e+01	 5.7179499999999997e+01
 2.3333300000000001e+01	 5.2948700000000002e+01
 2.5897400000000001e+01	 5.1025599999999997e+01
 2.9487200000000001e+01	 5.1025599999999997e+01
 3.2820500000000003e+01	 5.1025599999999997e+01
 3.5384599999999999e+01	 5.1410299999999999e+01
 4.0256399999999999e+01	 5.1410299999999999e+01
 4.4102600000000002e+01	 5.2948700000000002e+01
 4.6666699999999999e+01	 5.4102600000000002e+01
 5.0000000000000000e+01	 5.5256399999999999e+01
 5.3076900000000002e+01	 5.5641000000000005e+01
 5.6666699999999999e+01	 5.6025599999999997e+01
 5.9230800000000002e+01	 5.7948700000000002e+01
 6.1282100000000000e+01	 6.2179499999999997e+01
 6.1538499999999999e+01	 6.6410300000000007e+01
 6.1794899999999998e+01	 6.9102599999999995e+01
 5.7435899999999997e+01	 5.5256399999999999e+01
 5.4871800000000000e+01	 4.9871800000000000e+01
 5.2564100000000003e+01	 4.6025599999999997e+01
 4.8205100000000002e+01	 3.8333300000000001e+01
 4.9487200000000001e+01	 4.2179499999999997e+01
 5.1025599999999997e+01	 4.4102600000000002e+01
 4.5384599999999999e+01	 3.6410299999999999e+01
 4.2820500000000003e+01	 3.2564100000000003e+01
 3.8717900000000000e+01	 3.1410299999999999e+01
 3.5128200000000000e+01	 3.0256399999999999e+01
 3.2564100000000003e+01	 3.2179499999999997e+01
 3.0000000000000000e+01	 3.6794899999999998e+01
 3.3589700000000001e+01	 4.1410299999999999e+01
 3.6666699999999999e+01	 4.5641000000000005e+01
 3.8205100000000002e+01	 4.9102600000000002e+01
 2.9743600000000001e+01	 3.6025599999999997e+01
 2.9743600000000001e+01	 3.2179499999999997e+01
 3.0000000000000000e+01	 2.9102599999999999e+01
 3.2051299999999998e+01	 2.6794899999999998e+01
 3.5897399999999998e+01	 2.5256399999999999e+01
 4.1025599999999997e+01	 2.5256399999999999e+01
 4.4102600000000002e+01	 2.5640999999999998e+01
 4.7179499999999997e+01	 2.8718000000000004e+01
 4.9487200000000001e+01	 3.1410299999999999e+01
 5.1538499999999999e+01	 3.4871800000000000e+01
 5.3589700000000001e+01	 3.7564100000000003e+01
 5.5128200000000000e+01	 4.0640999999999998e+01
 5.6666699999999999e+01	 4.2179499999999997e+01
 5.9230800000000002e+01	 4.4487200000000001e+01
 6.2307699999999997e+01	 4.6025599999999997e+01
 6.4871799999999993e+01	 4.6794899999999998e+01
 6.7948700000000002e+01	 4.7948700000000002e+01
 7.0512799999999999e+01	 5.3718000000000004e+01
 7.1538499999999999e+01	 6.0641000000000005e+01
 7.1538499999999999e+01	 6.4487200000000001e+01
 6.9487200000000001e+01	 6.9487200000000001e+01
 4.6923099999999998e+01	 7.9871799999999993e+01
 4.8205100000000002e+01	 8.4102599999999995e+01
 5.0000000000000000e+01	 8.5256399999999999e+01
 5.3076900000000002e+01	 8.5256399999999999e+01
 5.5384599999999999e+01	 8.6025599999999997e+01
 5.6666699999999999e+01	 8.6025599999999997e+01
 5.6153799999999997e+01	 8.2948700000000002e+01
