x	y
 6.5815540094599996e+01	 9.5588374058200003e+01
 6.5672265161799999e+01	 9.1933401811900012e+01
 3.9002716450999998e+01	 9.2261838159999996e+01
 3.7795302802600006e+01	 9.3532455360699998e+01
 3.5513900585700000e+01	 8.9599190113799992e+01
 3.9219452906199997e+01	 8.3543481836400005e+01
 3.1588201386199998e+01	 7.7028052420799995e+01
 3.2657778248200003e+01	 8.0113861298299994e+01
 3.1641599267899998e+01	 7.7610833187400004e+01
 3.0987142609899998e+01	 6.3944028033599999e+01
 2.7439632205399999e+01	 6.5744462956400000e+01
 3.0578369944899997e+01	 6.5521945466700004e+01
 2.8809401636999997e+01	 5.9621004466599999e+01
 2.7939518578600001e+01	 5.0985062131299998e+01
 3.3849949788700002e+01	 4.6284474446499999e+01
 3.2628463049000004e+01	 5.4063720492899996e+01
 3.2438650090300001e+01	 4.9903019491599999e+01
 3.5838292083299997e+01	 5.3351488339600003e+01
 3.7142042919799998e+01	 4.9741987951899993e+01
 3.4644546774600002e+01	 5.4444107776400003e+01
 3.5675404696000001e+01	 4.9625643347100002e+01
 6.4994585470000004e+01	 4.9462172831200000e+01
 6.6129149834200007e+01	 6.1643717885299999e+01
 6.5790651881999992e+01	 5.5945373717099997e+01
 6.7501780613799994e+01	 6.0850227465899998e+01
 6.7629514217600004e+01	 6.1429106070100005e+01
 6.3910064059899995e+01	 6.2972334930500004e+01
 6.6549357968699994e+01	 6.7725588659899998e+01
 6.4051541711200002e+01	 4.8820093983500001e+01
 6.8193289583300000e+01	 4.6543540809600003e+01
 6.5278389195200006e+01	 4.4820352929199998e+01
 3.4997661388300003e+01	 2.8632993935100004e+01
 3.3923766169200000e+01	 5.3558688522700002e+01
 6.6004454368799998e+01	 5.2684669145200004e+01
 3.7023256246399995e+01	 3.2118481679399999e+01
 3.4698270085200001e+01	 3.6475354134899995e+01
 3.4863444171499999e+01	 3.0939274521799998e+01
 3.1090065078900000e+01	 3.2383754719599999e+01
 3.4921306146500001e+01	 3.5418438052900001e+01
