0.000000000000000000e+00 1.551529518584006048e-02 5.107011863921166739e-02 -1.397589858057024688e-02
1.000000000000000021e-03 1.726669650433978673e-02 -1.389218959510197041e-02 -1.226706444154554779e-02
2.000000000000000042e-03 5.796945731586627612e-03 -1.857485869007817611e-03 2.902865639825837757e-02
3.000000000000000062e-03 1.687426539330907915e-02 -7.947420629496970701e-02 5.563528744661579151e-02
4.000000000000000083e-03 -6.537352007186316176e-04 -1.291184801311348052e-01 7.656283877632182044e-02
5.000000000000000104e-03 3.914932994434809112e-03 -1.161078495157403800e-01 9.059938095301051098e-02
6.000000000000000125e-03 1.387245293328617096e-02 -1.238446279679488865e-01 6.431512176622780630e-02
7.000000000000000146e-03 -9.800894302375148456e-03 -1.225540141767506447e-01 -1.035999335801791529e-02
8.000000000000000167e-03 -7.884366847289631108e-03 -1.495533595545282535e-01 -5.503721974867186589e-02
9.000000000000001055e-03 -3.212210702191196920e-02 -1.229361867243524559e-01 -5.366433021299090583e-02
1.000000000000000021e-02 -9.176271256909155141e-03 -1.584469331021085559e-01 -6.560086409028981214e-02
1.099999999999999936e-02 1.640466265019498507e-02 -1.802188677444528375e-01 -4.386706392322269055e-02
1.200000000000000025e-02 5.297104710357641855e-02 -2.154572867095248534e-01 -1.068350591689042235e-02
1.300000000000000114e-02 6.781191794041789567e-02 -1.807115885377794384e-01 1.497471459781548990e-02
1.400000000000000029e-02 5.527010160147063922e-02 -1.929398250009006777e-01 -2.161617862489345794e-03
1.499999999999999944e-02 3.226182173690658739e-02 -1.139742918929488313e-01 3.129572116268915932e-02
1.600000000000000033e-02 3.477122659315073222e-02 -1.046831720096015605e-01 2.614619204665544552e-02
1.700000000000000122e-02 -4.086659680739179734e-02 -1.107238322935373692e-01 3.870288373088672310e-03
1.800000000000000211e-02 -2.313448857893700417e-02 -1.339994455955123287e-01 3.338157918065241814e-02
1.899999999999999953e-02 -3.121912160549105905e-02 -1.703762888548541188e-01 4.405082439221785773e-02
2.000000000000000042e-02 3.187961099953335459e-02 -1.774595098597971099e-01 -1.774399993829088866e-04
2.100000000000000130e-02 3.124219084834603533e-02 -1.292713523823718347e-01 -1.153328179417780104e-02
2.199999999999999872e-02 -2.263633309484847436e-02 -1.423442653696359861e-01 5.980458555133082860e-03
2.299999999999999961e-02 -6.182637738398191751e-02 -1.170004990532806377e-01 5.059259378150064712e-02
2.400000000000000050e-02 -7.469861117688264551e-02 -1.466348450347456644e-01 2.515882586977562230e-02
2.500000000000000139e-02 -2.041849438927306748e-02 -1.360169138454291327e-01 3.564108741859782492e-02
2.600000000000000228e-02 -7.339395040017532984e-03 -1.045653447433673444e-01 6.738715679305397332e-02
2.699999999999999969e-02 -9.783184696905929123e-03 -9.793054722312333205e-02 5.879207304073992557e-02
