x	y
 4.7695200889100001e+01	 9.5241186928199994e+01
 4.4609975911299998e+01	 9.3075835032000001e+01
 4.3856381482200000e+01	 9.4085871771299992e+01
 4.1578929398400000e+01	 9.0303566538700011e+01
 4.9177418555900005e+01	 9.6610532453799991e+01
 4.2652250981300000e+01	 9.0560639730700004e+01
 3.0123331821699999e+01	 8.1144295330399999e+01
 3.1915519986000000e+01	 7.9790413486899993e+01
 2.7887719357399998e+01	 7.5445575993399999e+01
 2.7548234452600003e+01	 7.5164759054399994e+01
 2.0209778163699998e+01	 6.7516642098800006e+01
 2.4443452829200002e+01	 5.4473655122799997e+01
 2.4630830133099998e+01	 5.3395738899799994e+01
 2.1037968896900001e+01	 4.9829299644999999e+01
 2.7106242931999997e+01	 5.4719553148800003e+01
 2.8089617655300003e+01	 6.0512212548999997e+01
 3.1135734915200000e+01	 6.1431912711599999e+01
 3.7700837520999997e+01	 6.8418405280399995e+01
 4.3392688401599997e+01	 4.3597594069199999e+01
 5.1262397476099999e+01	 4.9666505125800001e+01
 4.3286712920299998e+01	 4.3056860320799998e+01
 5.5905916233799999e+01	 5.4252672534200002e+01
 5.0198958948999994e+01	 5.2225029594799999e+01
 5.5761587372000001e+01	 5.4030517239600002e+01
 5.8323139650500003e+01	 6.0031059164600002e+01
 7.0171457528000005e+01	 7.0282221238500000e+01
 6.0600276471000001e+01	 5.9753308880200002e+01
 6.3760275018800002e+01	 6.1185641169600004e+01
 5.4389495261899995e+01	 5.3811901225000000e+01
 5.5241296994700001e+01	 5.2593574626700004e+01
 4.9070126750200004e+01	 4.8896944681099995e+01
 4.6018119021600000e+01	 4.6257723371800004e+01
 4.4759587435600004e+01	 4.1974606613399999e+01
 5.1600624133200000e+01	 5.0032466885299996e+01
 3.6465882018199999e+01	 3.5524187607499996e+01
 3.3394798732699996e+01	 3.5016801314500000e+01
 3.7580071574899996e+01	 3.8831572200700002e+01
 3.6619722059000004e+01	 3.6811414109399998e+01
 3.6163466435600000e+01	 3.3819314199000004e+01
 3.3167757034899999e+01	 3.1247741167199997e+01
 4.2644982931800001e+01	 4.0154321638600003e+01
 4.7225025269500001e+01	 4.4575646618500002e+01
 4.8392363003199996e+01	 5.0331528564499997e+01
 2.7245193200100001e+01	 2.9819507448800000e+01
 3.0404314338800003e+01	 2.9079539924099997e+01
 3.0080799286500000e+01	 2.7588025517300000e+01
 3.3980633967499998e+01	 3.5033058148899997e+01
 3.4250611764900000e+01	 3.4441586565400002e+01
 5.1141183571400006e+01	 2.0618323778400001e+01
 4.9899592066000004e+01	 1.9564083535599998e+01
 5.5589877342400001e+01	 2.6299245114300000e+01
 5.5482056358100003e+01	 2.2827466244499998e+01
 6.3572939382100003e+01	 3.2938617605300003e+01
 5.9025077084799996e+01	 2.8322085880100001e+01
 6.2423778592900000e+01	 3.3486595286799997e+01
 4.7849907703000000e+01	 4.8556624644999999e+01
 5.2268561682500000e+01	 5.2805240196099994e+01
 6.8851021575800004e+01	 3.9573434273000004e+01
 6.5676396025100004e+01	 3.5109315430100004e+01
 7.7746885114799994e+01	 4.7371824113900004e+01
 8.0352934114999996e+01	 4.7800298885200007e+01
 6.0337586485799996e+01	 6.3034959327199999e+01
 6.1658723328199997e+01	 6.4100023477899995e+01
 7.1545038985800005e+01	 7.2657716331000003e+01
 4.9040956640600001e+01	 7.7362583267799991e+01
 5.1886888022200004e+01	 8.0113607689199995e+01
 5.7968981435000003e+01	 8.5356045732600009e+01
 5.4855664646000001e+01	 8.3783397665600006e+01
 5.4133195461299998e+01	 8.3793996082400000e+01
 5.1308825256800006e+01	 8.0136391155300004e+01
 6.1120394384399994e+01	 8.8704052906900003e+01
 5.5563865030400002e+01	 8.5810375144099993e+01
 5.5044123361000004e+01	 8.3541410632400002e+01
 5.0444185324700001e+01	 7.8195888311499999e+01
 4.3827708998100007e+01	 7.1047052212300002e+01
 3.7791432380200000e+01	 6.6854641027499994e+01
 2.9292783110999999e+01	 5.9791996930000003e+01
 3.2192096951499998e+01	 6.0200650914700006e+01
 5.1433935523300001e+01	 9.9256867288500004e+01
 6.7464139811800010e+01	 9.5999963905000001e+01
 6.5150705275699991e+01	 9.2502633736800007e+01
 6.5583427696200005e+01	 9.3517060936500002e+01
 6.9288973137699998e+01	 9.9579591125400015e+01
 8.1269440551099990e+01	 8.0635944933000005e+01
 7.8575744836100000e+01	 7.6815703094200003e+01
 7.4186773499699996e+01	 7.4344204146699994e+01
 7.2622209413999997e+01	 7.4526965651099999e+01
 7.5141519591800005e+01	 7.3819668464799989e+01
 7.5168667838999994e+01	 7.3900444876199998e+01
 8.5324202891100001e+01	 5.5388578825200007e+01
 8.4090507598000002e+01	 5.6301968006000003e+01
 8.6256223820499997e+01	 5.5830930379300000e+01
 9.2548793315300003e+01	 4.2901907911599999e+01
 9.0342634508899991e+01	 3.7780386100400001e+01
 8.5819162904199999e+01	 3.7571386181900003e+01
 9.0441818113700009e+01	 4.0133113420400001e+01
 9.2017559082199995e+01	 3.9917931132400000e+01
 9.5260527836600005e+01	 4.6008830271999997e+01
 4.1290299803300002e+01	 4.2311552411299999e+01
 6.6431324316100003e+01	 3.6536109735300002e+01
 6.3986346885799996e+01	 3.2713431612900003e+01
 6.1269682090500005e+01	 2.9385724048200000e+01
 6.0749389190900004e+01	 2.8051736338300000e+01
 6.4655230563399996e+01	 1.6612276508599997e+01
 6.8638280713800000e+01	 1.8508012896300002e+01
 6.5776665156800007e+01	 1.6787656065499998e+01
 7.1134126342100004e+01	 1.9385957531300001e+01
 6.3723183503900003e+01	 1.4521421195699999e+01
 7.3001494070100009e+01	 2.4073812537100000e+01
 7.2436657496999999e+01	 2.0578345113599998e+01
 6.8412767122500000e+01	 1.9913126544299999e+01
 5.2858315020399999e+01	 2.0235061003500000e+01
 5.3529952673400004e+01	 2.4241915584499999e+01
 5.0759741052799995e+01	 1.8089394600399999e+01
 4.2534808439999999e+01	 1.0169868459400000e+01
 4.1530397851200000e+01	 1.3396290745200000e+01
 4.6714517991499996e+01	 1.5613274465100000e+01
 4.8450617649199998e+01	 1.6212278222399998e+01
 5.9632610124700001e+01	 7.0580371990100002e+00
 6.1618568247299997e+01	 1.3410822718399999e+01
 4.8833989127499997e+01	 1.7725955867400000e+01
