x	y
 5.2872021490200005e+01	 9.7343222657499993e+01
 5.9014144494499995e+01	 9.3574874873300004e+01
 5.6375109038900007e+01	 9.6305147629999993e+01
 3.7839199684400000e+01	 9.4359443502999994e+01
 3.9885373417600000e+01	 9.0634662081700000e+01
 4.4077405132599999e+01	 8.4125853302300001e+01
 3.1497025488800002e+01	 6.7912562156800007e+01
 2.5952596545599999e+01	 7.3033180354099997e+01
 3.6434723914800003e+01	 6.2294045463900005e+01
 2.4997482690999998e+01	 7.5441561662600009e+01
 3.2246275135200001e+01	 7.0110586838299994e+01
 1.8109472294900002e+01	 5.3708110332399997e+01
 2.1796099226300001e+01	 4.9499529524799996e+01
 2.4150491069000001e+01	 4.7188533526599997e+01
 2.8603195601500001e+01	 4.4223722700000003e+01
 2.0931999676099998e+01	 5.1646235486800002e+01
 3.5435532525100001e+01	 3.4961038156599997e+01
 4.4377382823599994e+01	 5.7684736921499997e+01
 4.6313692406000001e+01	 5.5685591770300000e+01
 4.6386073923100007e+01	 5.1002164538100004e+01
 4.2495440087600002e+01	 5.6903681531499998e+01
 4.4300515032800000e+01	 5.8132959278100003e+01
 4.6988283345799999e+01	 5.5420636731300000e+01
 5.2421523162299998e+01	 4.7867005488000004e+01
 6.4090998188999990e+01	 6.8650985010699998e+01
 6.3016871756299999e+01	 6.8225258911400005e+01
 6.7302577922600008e+01	 6.4413462717299993e+01
 6.7225956890399999e+01	 6.2476410530100004e+01
 5.0309988715000003e+01	 4.7267881855299997e+01
 4.5412638924899994e+01	 5.3870797689500002e+01
 5.4020607181499997e+01	 4.7269897205699998e+01
 4.9842022248299997e+01	 5.0576552293599995e+01
 5.0713299565699998e+01	 4.8772286782499997e+01
 5.5045554910600003e+01	 4.5986272745900003e+01
 3.7543701259700001e+01	 3.2884024465700001e+01
 3.9795897806599996e+01	 2.8443219115599998e+01
 2.8523391021500000e+01	 3.9796666248100003e+01
 3.1399646001199997e+01	 3.9265263222899996e+01
 3.9241565216200001e+01	 3.3361416684600002e+01
 2.7714056571200000e+01	 4.2250051625300003e+01
 3.2960703521300005e+01	 3.5823111290300005e+01
 3.5404736239700000e+01	 3.1939162195200002e+01
