x	y
 5.5993030151300005e+01	 7.9277263697700008e+01
 5.0032253794600003e+01	 7.9013071198999995e+01
 5.1288458659300005e+01	 8.2435939842500005e+01
 5.1170536887299995e+01	 7.9165294109100003e+01
 4.4377914528699996e+01	 7.8164628003600001e+01
 4.5010270072099999e+01	 7.7880863115300002e+01
 4.8559816718999997e+01	 7.8788370603499999e+01
 4.2142268292200001e+01	 7.6880634554399990e+01
 4.1026971573499999e+01	 7.6409588461300004e+01
 3.4575309011500003e+01	 7.2724841184499994e+01
 3.1168600723600001e+01	 6.9245421319300007e+01
 3.2644254071399999e+01	 7.0732555033400004e+01
 2.6666645653899998e+01	 6.2980971205200007e+01
 2.6459262327399998e+01	 6.2634673370900003e+01
 2.5538007646500002e+01	 6.0630236109300000e+01
 2.6320711193299999e+01	 6.2396281118599994e+01
 2.6163387464800000e+01	 6.2026814898500007e+01
 2.5213790461100000e+01	 6.0273398601800004e+01
 2.6859529560399999e+01	 6.3141834672700007e+01
 3.1760669171600000e+01	 6.9797655393599996e+01
 3.9793290574400004e+01	 7.5807964216800002e+01
 4.5617439185400002e+01	 7.8119970227700009e+01
 5.3771460682700003e+01	 7.9302931643500003e+01
 5.6451433673300002e+01	 7.9247107020800001e+01
 6.6093720198900002e+01	 7.7017818260600009e+01
 5.6925839419399999e+01	 7.9206318622600008e+01
 5.8988253846699997e+01	 7.8917258955400001e+01
 5.7902266053299996e+01	 7.9080867818700000e+01
 6.4812866956800008e+01	 7.7486938923500006e+01
 6.0349793516600002e+01	 7.8729445867300001e+01
 4.8890555756000005e+01	 1.6806543515400001e+01
 4.7549506348000001e+01	 1.7071404524500000e+01
 3.0889430825700003e+01	 2.6329037234800001e+01
 2.8972835723999999e+01	 2.9050468918499998e+01
 3.5161360752299998e+01	 2.2786849647299999e+01
 4.5870369168500005e+01	 1.7489393365500000e+01
 3.2831420607600002e+01	 2.4797538145900003e+01
 3.9485574789899999e+01	 2.0033050048900002e+01
 3.3446182931399996e+01	 2.4190643407500001e+01
 2.1863581275599998e+01	 4.6052593345699997e+01
 2.5165870844899999e+01	 3.5766613953899999e+01
 2.2959478976200000e+01	 5.1287706793399998e+01
 2.5586055241500002e+01	 6.0846583358500006e+01
 2.6314310067199997e+01	 3.3297168103800004e+01
 3.3037301251000002e+01	 2.4564462492099999e+01
 3.6468889477200001e+01	 2.1876114472499999e+01
 2.6513553100900001e+01	 3.2918749817800006e+01
 3.6027091212499997e+01	 2.2195438539500000e+01
 4.2681040412899996e+01	 1.8542536197699999e+01
 4.5041077127299992e+01	 1.7734517730299999e+01
 4.7352416455699995e+01	 1.7134745426400002e+01
 5.3846194032200003e+01	 1.6387318096100000e+01
 5.5129639383500006e+01	 1.6353246871099998e+01
 5.2188119961700004e+01	 1.6418217465200001e+01
 5.8672663084499995e+01	 1.6663372432199999e+01
 8.2144311603700004e+01	 3.3195221866899999e+01
 7.5686571138299996e+01	 2.4741510390799998e+01
