x	y
 5.0481508170299996e+01	 9.3222701365699990e+01
 5.0282405668700001e+01	 9.7609983572299996e+01
 5.0186703338900003e+01	 9.9694680142500005e+01
 5.0326910862900000e+01	 9.0022053491600005e+01
 5.0456207331499996e+01	 8.9987410128600004e+01
 3.0464846930800000e+01	 8.2089232084499997e+01
 3.0501596473699998e+01	 8.2307126346199993e+01
 3.0489569226999997e+01	 7.7729880136600002e+01
 3.0450248330000001e+01	 7.9834894401100001e+01
 3.0518394798499997e+01	 6.8252582938800003e+01
 3.0511661213800000e+01	 6.6093718183100009e+01
 3.0498077714699999e+01	 6.2384985033800000e+01
 3.0620227751900000e+01	 6.0860082154399997e+01
 3.0492185423100000e+01	 5.5878916892299998e+01
 3.0474634333000001e+01	 5.2322159638800002e+01
 3.0500998079000002e+01	 4.8069699676699997e+01
 3.0494421362299999e+01	 4.5773475534600003e+01
 3.0499544550200000e+01	 4.9382099750600005e+01
 5.0144392978999996e+01	 4.7014283641700004e+01
 4.9912898587700006e+01	 5.5587838912099997e+01
 5.0337427485900001e+01	 5.7955314281800000e+01
 5.0418979199200002e+01	 6.0524911734600003e+01
 5.0205258971400006e+01	 5.7924217167600005e+01
 5.0435315163299997e+01	 5.6439322473400004e+01
 6.9505788904200003e+01	 5.9284924827899999e+01
 6.9534070983299998e+01	 6.4892977334600005e+01
 6.9510106930200010e+01	 6.1329624428199999e+01
 6.9526322887600003e+01	 5.6995279125399996e+01
 4.9947239961899996e+01	 4.8229576726099999e+01
 5.0063104129099997e+01	 5.8085037556000003e+01
 5.0489902373000000e+01	 3.9205411968200004e+01
 4.9688863837900001e+01	 4.2018514414000002e+01
 5.0333481109700003e+01	 4.3588671478999998e+01
 5.0446751419599998e+01	 5.7230588942299995e+01
 5.0420909196300002e+01	 4.3347956896699998e+01
 5.0374052050799996e+01	 3.2918240616700004e+01
 3.0476829905100001e+01	 3.9424605591300001e+01
 3.0503474349699999e+01	 3.8348556138100001e+01
 3.0504834928299999e+01	 2.8771487993899999e+01
 3.0462218464699998e+01	 3.2750472027500003e+01
 3.0491302621999999e+01	 4.3561374075299995e+01
 3.0449653838000003e+01	 4.4995123000800000e+01
 3.0485994215700003e+01	 4.7347946465299998e+01
 3.0502076793499999e+01	 3.6441212919800002e+01
 3.0478058888600000e+01	 2.8020580489000000e+01
 3.0501160878699999e+01	 3.8314138558200000e+01
 3.0504773017399998e+01	 2.6416625670700000e+01
 3.0509115326000000e+01	 2.2825547119599999e+01
 5.0115632172799998e+01	 1.6694006547899999e+01
 5.0448301339200000e+01	 2.1640256459899998e+01
 5.0173177430000003e+01	 2.9177864393000004e+01
 4.9922741919399996e+01	 3.8440472912399997e+01
 5.0311299374599997e+01	 2.6860488273700000e+01
 5.0399409611400003e+01	 3.8963838923400004e+01
 5.0337362644799995e+01	 4.0913386144000000e+01
 5.0202318096499994e+01	 4.7212948004499999e+01
 5.0274932609099999e+01	 4.9623499343900001e+01
 6.9494380306099998e+01	 5.2612410705900004e+01
 6.9519339755600001e+01	 4.7384533706999996e+01
 6.9529182607899997e+01	 5.7841266680399997e+01
 6.9495755496000001e+01	 5.8785073161999996e+01
 6.9199057706000005e+01	 6.0418957320200008e+01
 6.9551091440200011e+01	 5.8401098268599995e+01
 6.9506684315100003e+01	 6.8084466789300009e+01
 5.0444117550400001e+01	 7.5013299505900008e+01
 5.0467229384600003e+01	 9.0281464505000002e+01
 5.0210881978999993e+01	 8.0941771708399997e+01
 5.0205406955000001e+01	 9.0640535900900005e+01
 5.0438290664799993e+01	 9.2354760266100001e+01
 5.0373518846200000e+01	 8.2219205721800009e+01
 5.0253683688999999e+01	 8.1743828724200000e+01
 5.0250470859200000e+01	 7.1951385210400005e+01
 5.0087058360900002e+01	 7.3951873626800008e+01
 5.0231071882899997e+01	 8.0647387060200003e+01
 5.0207741120100003e+01	 7.3114503517700001e+01
 3.0499506173499999e+01	 5.3612527670299997e+01
 3.0520361240700002e+01	 6.5100409068600001e+01
 3.0454955887299999e+01	 6.3501778781400006e+01
 5.0416477229199998e+01	 9.7269691961800007e+01
 6.9525069383100004e+01	 9.3598050208899991e+01
 6.9520256600200000e+01	 9.7193876016700003e+01
 6.9498970066799998e+01	 9.2120489929200005e+01
 6.9528615663699995e+01	 9.1622088240899998e+01
 6.9499766927300001e+01	 8.4479683289999997e+01
 6.9503801369700000e+01	 8.1815405616600003e+01
 6.9487589396299995e+01	 8.1835987556700005e+01
 6.9519115728100005e+01	 7.1115967221299996e+01
 6.9504376294700009e+01	 7.0493443820500005e+01
 6.9512573010899999e+01	 6.1497563946999996e+01
 8.9494200562199993e+01	 6.2234326967600005e+01
 8.9500124051100002e+01	 5.3216330616499995e+01
 8.9490246253999999e+01	 4.8890796551000001e+01
 8.9497785620000002e+01	 4.6629906674600001e+01
 8.9504851130599988e+01	 4.8423408157799997e+01
 8.9501052646299996e+01	 4.3347343695100001e+01
 8.9488841254899995e+01	 4.0625091220900003e+01
 8.9501623527600003e+01	 4.5815179190400002e+01
 8.9497529662000005e+01	 3.3901372670999997e+01
 5.0439092021599997e+01	 3.7670771798000004e+01
 5.0179850128000005e+01	 3.6807559335199997e+01
 6.9505070671100000e+01	 3.3740152503499999e+01
 6.9579867045200004e+01	 2.1935236745500003e+01
 6.9506471949200005e+01	 2.2728662874800001e+01
 6.9499478872799997e+01	 1.6337469982100000e+01
 6.9500264751000003e+01	 2.7136023994200002e+01
 6.9504156515700004e+01	 2.3668918100599999e+01
 6.9532279584700007e+01	 2.1850900815100001e+01
 6.9500111494199999e+01	 1.1791626005399999e+01
 6.9504815424300006e+01	 1.5614358262500000e+01
 6.9503474523400001e+01	 1.7169089768900001e+01
 5.0377401986199999e+01	 1.6506015061300001e+01
 5.0339425481300005e+01	 1.8723450686099998e+01
 5.0093650101599998e+01	 1.1607713424100002e+01
 4.9934127171400000e+01	 2.2256139740100004e+01
 5.0288818612200004e+01	 1.3436410466000000e+01
 5.0287994426700003e+01	 1.2872282208600000e+01
 5.0234720700000004e+01	 2.0404472919600000e+01
 5.0279701636700004e+01	 1.5608737570999999e+01
 5.0253006722200006e+01	 1.1302084246800000e+01
 5.0474141116200002e+01	 1.2461996667599999e+01
 5.0108439972500001e+01	 1.8259044344199999e+01
 4.9919058248999995e+01	 3.7168538855000000e+00
 5.0083664508500007e+01	 1.0235881902400001e+01
 5.0352260835500005e+01	 1.2468600527300000e+01
 5.0497572241099995e+01	 7.4096252341899991e+00
 5.0016305834599997e+01	 1.6253684791100000e+01
 5.0468221216499998e+01	 1.3356702455499999e+01
 6.9550678984200005e+01	 9.0329875690399994e+00
 6.9518672747500005e+01	 1.5180486429800000e+01
 6.9503457409799992e+01	 1.6878313266099997e+01
 6.9499486829099993e+01	 1.0207826679800000e+01
 6.9527529682899996e+01	 9.9922966655100005e+00
 6.9519095261700002e+01	 1.1422685701800001e+01
 6.9561899426799997e+01	 1.5999803785799999e+01
 6.9501044519700002e+01	 5.9558335394500004e+00
 6.9524635975999999e+01	 2.7347601698799999e+00
 3.0499593710599999e+01	 2.6085561569099998e+01
 3.0487391709000001e+01	 1.9779470373300001e+01
 8.9500180471900009e+01	 3.1978917435700001e+01
 5.0410271631400001e+01	 9.8628369440499995e+01
 5.0325924392700003e+01	 9.4994630852800000e+01
 5.0104031504100000e+01	 9.5088538017900007e+01
