x	y
 5.3366566866000007e+01	 9.0208030005900000e+01
 5.2801979361699999e+01	 9.0088064506299986e+01
 4.7054129882799998e+01	 9.0458936026000003e+01
 4.2448433781599995e+01	 8.9507700115300011e+01
 4.2704036324099995e+01	 9.0442628860699998e+01
 3.2378938632600004e+01	 9.0144142631000008e+01
 3.2530702736199999e+01	 7.0157396508500000e+01
 3.3365264430500005e+01	 7.0459335439200004e+01
 3.2656099177500003e+01	 7.0051070499199994e+01
 2.2955093269699997e+01	 7.0426895152299991e+01
 2.7149843631800000e+01	 7.0210805842799999e+01
 2.6166909277900000e+01	 7.0500315121200003e+01
 2.6331457079499998e+01	 5.0494556525000000e+01
 2.2003709141500000e+01	 5.0499440123799999e+01
 2.3284747978200002e+01	 5.0474352832100003e+01
 2.7634038392299999e+01	 5.0503666857399999e+01
 3.2037108000700002e+01	 5.0500066122900002e+01
 2.9336510652800001e+01	 5.0461893968999995e+01
 4.0816953132999998e+01	 5.0487760195699998e+01
 4.2739075117299997e+01	 5.0483155992000000e+01
 5.1867893769100000e+01	 5.0493273262099997e+01
 4.3371001892399995e+01	 5.0500837323399999e+01
 5.3042798300600005e+01	 5.0487503869099996e+01
 5.6618910296700001e+01	 5.0503374017799999e+01
 7.0568289819000000e+01	 5.0496236124300005e+01
 6.7870887291999992e+01	 7.0068026134500002e+01
 5.8821546589099995e+01	 7.0455781748299998e+01
 6.0186927844499998e+01	 7.0483551245800001e+01
 5.9435517484899997e+01	 5.0420632607299993e+01
 4.9585843479499999e+01	 5.0434981382499998e+01
 4.1779741784800002e+01	 5.0470642280800000e+01
 4.6127686339399993e+01	 3.0449410779200001e+01
 3.8033783770500001e+01	 5.0490899518900001e+01
 4.4546841284399996e+01	 5.0415913375800002e+01
 4.6238117597500000e+01	 3.0495612940800001e+01
 4.9739745331700000e+01	 3.0472724886799998e+01
 3.9110251893600001e+01	 3.0478695178899997e+01
 3.9142837791300003e+01	 3.0792855939399999e+01
 3.4625470267099999e+01	 3.0499741029699997e+01
 3.4754207470700003e+01	 3.0495865000199998e+01
 3.6753700238600004e+01	 5.0529304303500005e+01
 3.7019351292899998e+01	 5.0492666697200001e+01
 4.1417115275299999e+01	 5.0469773418100004e+01
 2.2817107478400001e+01	 3.0436040338700000e+01
 3.4800701463000003e+01	 3.0497931385100003e+01
 2.7891889795300003e+01	 3.0484970259499999e+01
 3.2870639158700001e+01	 3.0502341748800003e+01
 3.7794049408100001e+01	 3.0492638336399999e+01
 3.5667316304200000e+01	 3.0522035054000000e+01
 4.8442299502600001e+01	 3.0501722775300003e+01
 5.8669373263100006e+01	 3.0506837894800000e+01
 4.7916955437500000e+01	 3.0486725754499997e+01
 5.1894166393900001e+01	 3.0494755684000001e+01
 5.1749089164300003e+01	 3.0472993339899997e+01
 5.8246553001300001e+01	 5.0442874494899996e+01
 5.7310696867399997e+01	 5.0482513289499998e+01
 6.7968048112700004e+01	 5.0452158909700003e+01
 6.5949319268099998e+01	 5.0494240794000000e+01
 5.5747092810200002e+01	 5.0478974800299994e+01
 6.8403010043599991e+01	 5.0498627231800000e+01
 7.6696465627999999e+01	 5.0493830560900001e+01
 6.7214837115899996e+01	 7.0260028435600006e+01
 7.2302005729100003e+01	 7.0220437381200000e+01
 6.6763257394400000e+01	 7.0473861711300003e+01
 5.1680300443900002e+01	 8.9997027548500000e+01
 5.3096557357100004e+01	 8.9540243712000006e+01
 4.2242292938900000e+01	 8.9708578593600009e+01
 5.6233875657700004e+01	 8.9635308157000011e+01
 5.4680986582499997e+01	 8.9964599458899997e+01
 5.7902686608800003e+01	 8.9618401729400006e+01
 5.1820262546700000e+01	 8.9834130398700012e+01
 5.6828395336199996e+01	 8.9583664725100007e+01
 5.8272278586700004e+01	 6.9900272957799999e+01
 5.1828127448700002e+01	 7.0352649205299997e+01
 4.4849984261800003e+01	 7.0395202971899991e+01
 2.4270382392800002e+01	 5.0485567691800000e+01
 3.4742471440300001e+01	 7.0339934887900000e+01
 3.7799314926699999e+01	 7.0469535876300000e+01
 4.9786941064899999e+01	 8.9658046994500012e+01
 5.9751497413999999e+01	 8.9731932521600001e+01
 6.4774799244400000e+01	 9.0132316736000007e+01
 7.0844447600400002e+01	 8.9924209015900004e+01
 7.0605945511599998e+01	 9.0042061962999995e+01
 7.8642488390699995e+01	 8.9551203230699997e+01
 7.0810692254000003e+01	 8.9592654011800008e+01
 6.6769946621300008e+01	 7.0423375210800003e+01
 7.3336368161199999e+01	 7.0316927170500009e+01
 7.3105148162700004e+01	 7.0300511881000006e+01
 7.4678254143199993e+01	 7.0445314190299996e+01
 8.0240250951000007e+01	 7.0354308961300006e+01
 7.0946849072899994e+01	 5.0472701787799998e+01
 8.8662663808600001e+01	 5.0455326020800001e+01
 8.4405952831999997e+01	 5.0494865886599996e+01
 7.5987104706799997e+01	 5.0491966955699993e+01
 9.1112085419099998e+01	 5.0489389393000003e+01
 9.8288123274800000e+01	 3.0603919371900002e+01
 9.5065274839599994e+01	 3.0500402865199998e+01
 9.5249233956799998e+01	 3.0459454214400001e+01
 4.9656126288100005e+01	 5.0431319867700005e+01
 6.3018600927899996e+01	 3.0492581926200000e+01
 7.0538200600400003e+01	 3.0483558252600002e+01
